# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	msc-r-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	170213.5	libpcre2_10.46_jit-caps-simdna	170213.5			13.912203	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1877.0	libpcre2_10.46_jit-caps-simdna	1877.0			1.009811	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1774.0	libpcre2_10.46_jit-caps-simdna	1774.0			1.668564	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1305841.7	libpcre2_10.46_jit-caps-simdna	1305841.7			2.481553	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1424.7	libpcre2_10.46_jit-caps-simdna	1424.7			1.015165	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1746.2	libpcre2_10.46_jit-caps-simdna	1746.2			1.273519	1.000000	refused	refused	refused	refused	refused
syntax@0.1	qnt-lazy	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	141623.6	pcrec_25b1984f_auto-caps-simdna	142189.3	pcrec_25b1984f_auto-nocaps-simdna	141623.6	5.186117	1.570677	1.003995	1.000000	32.152984	32.163970	2.309795
syntax@0.1	qnt-lazy	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.4	libpcre2_10.46_jit-caps-simdna	1422.4			1.009471	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-lazy	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	371.2	pcrec_25b1984f_vm-caps-simdna	371.2	pcrec_25b1984f_auto-nocaps-simdna	441.7	excluded	excluded	1.188495	1.190180	1.000000	1.253630	2.893897
syntax@0.1	qnt-lazy	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	414.6	pcrec_25b1984f_auto-caps-simdna	414.6	pcrec_25b1984f_auto-nocaps-simdna	418.7	4.323573	4.130881	1.000000	1.009884	7.183296	7.421067	4.000163
syntax@0.1	qnt-plus	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	816818.0	pcrec_25b1984f_auto-caps-simdna	816818.0	pcrec_25b1984f_auto-nocaps-simdna	816934.1	5.801800	1.898265	1.000000	1.000142	4.777933	4.784550	2.139157
syntax@0.1	qnt-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1452.8	libpcre2_10.46_jit-caps-simdna	1452.8			1.013851	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	285.4	pcrec_25b1984f_vm-in-caps-simdna	285.4	pcrec_25b1984f_auto-nocaps-simdna	450.5	excluded	excluded	1.571100	1.578534	1.417854	1.000000	3.768477
syntax@0.1	qnt-plus	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	851.1	pcrec_25b1984f_auto-caps-simdna	851.1	pcrec_25b1984f_auto-nocaps-simdna	855.7	3.395346	2.088738	1.000000	1.005360	2.972631	2.879071	4.258297
syntax@0.1	qnt-plus-ctl	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	720492.9	pcrec_25b1984f_auto-caps-simdna	720492.9	pcrec_25b1984f_auto-nocaps-simdna	720975.2	6.526264	2.078487	1.000000	1.000669	14.445576	11.264399	2.141644
syntax@0.1	qnt-plus-ctl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1449.5	libpcre2_10.46_jit-caps-simdna	1449.5			1.016186	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus-ctl	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	476.6	pcrec_25b1984f_auto-caps-simdna	476.6	pcrec_25b1984f_auto-nocaps-simdna	477.3	excluded	excluded	1.000000	1.001526	1.050003	1.032813	2.166219
syntax@0.1	qnt-plus-ctl	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	747.5	pcrec_25b1984f_auto-caps-simdna	748.6	pcrec_25b1984f_auto-nocaps-simdna	747.5	3.853900	2.460883	1.001485	1.000000	8.110426	6.716779	3.818656
syntax@0.1	qnt-poss-brace	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	852796.8	pcrec_25b1984f_auto-caps-simdna	852796.8	pcrec_25b1984f_auto-nocaps-simdna	853159.1	5.841269	1.648592	1.000000	1.000425	3.523483	3.530771	2.012691
syntax@0.1	qnt-poss-brace	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1439.8	libpcre2_10.46_jit-caps-simdna	1439.8			1.022283	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-brace	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	276.5	pcrec_25b1984f_vm-in-caps-simdna	276.5	pcrec_25b1984f_auto-nocaps-simdna	458.3	excluded	excluded	1.609480	1.657627	1.035386	1.000000	wrong
syntax@0.1	qnt-poss-brace	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	825.5	pcrec_25b1984f_auto-caps-simdna	825.5	pcrec_25b1984f_auto-nocaps-simdna	826.8	5.728929	2.482445	1.000000	1.001486	2.279104	2.229184	wrong
syntax@0.1	qnt-poss-plus	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	722459.9	pcrec_25b1984f_auto-caps-simdna	722459.9	pcrec_25b1984f_auto-nocaps-simdna	722673.2	6.354394	2.082795	1.000000	1.000295	4.836434	4.838347	2.135180
syntax@0.1	qnt-poss-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1400.3	libpcre2_10.46_jit-caps-simdna	1400.3			1.016164	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-plus	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	278.0	pcrec_25b1984f_vm-in-caps-simdna	278.0	pcrec_25b1984f_auto-nocaps-simdna	393.9	excluded	excluded	1.450586	1.416736	1.483515	1.000000	wrong
syntax@0.1	qnt-poss-plus	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1513.3	pcrec_25b1984f_auto-caps-simdna	1516.0	pcrec_25b1984f_auto-nocaps-simdna	1513.3	3.913198	1.187161	1.001775	1.000000	2.028148	1.974123	wrong
syntax@0.1	qnt-poss-quest	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1208935.6	libpcre2_10.46_jit-caps-simdna	1208935.6	pcrec_25b1984f_auto-nocaps-simdna	2005806.0	3.632603	1.000000	1.661210	1.659150	1.585891	1.588446	wrong
syntax@0.1	qnt-poss-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1459.3	libpcre2_10.46_jit-caps-simdna	1459.3			1.009143	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-quest	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	249.2	pcrec_25b1984f_vm-in-caps-simdna	249.2	pcrec_25b1984f_auto-nocaps-simdna	261.3	excluded	excluded	1.048931	1.048565	1.100186	1.000000	3.885012
syntax@0.1	qnt-poss-quest	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	1039.9	pcrec_25b1984f_vm-in-caps-simdna	1039.9	pcrec_25b1984f_auto-nocaps-simdna	1106.2	4.388982	1.843590	1.064609	1.063695	1.069540	1.000000	wrong
syntax@0.1	qnt-poss-star	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	360661.1	pcrec_25b1984f_auto-caps-simdna	360786.9	pcrec_25b1984f_auto-nocaps-simdna	360661.1	21.460520	6.657007	1.000349	1.000000	11.200371	11.104789	2.856403
syntax@0.1	qnt-poss-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1556.3	libpcre2_10.46_jit-caps-simdna	1556.3			1.011342	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-star	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	295.0	pcrec_25b1984f_vm-in-caps-simdna	295.0	pcrec_25b1984f_auto-nocaps-simdna	451.2	excluded	excluded	1.524293	1.529607	1.342105	1.000000	3.750245
syntax@0.1	qnt-poss-star	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	555.9	pcrec_25b1984f_auto-caps-simdna	566.8	pcrec_25b1984f_auto-nocaps-simdna	555.9	6.470937	3.588774	1.019760	1.000000	3.782457	3.658761	6.649382
syntax@0.1	qnt-quest	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	436014.1	libpcre2_10.46_jit-caps-simdna	445787.6	rust_1.13.1_default-caps-simdna	436014.1	6.612022	1.022416	1.651106	1.650234	3.105410	3.097386	1.000000
syntax@0.1	qnt-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1268.7	libpcre2_10.46_jit-caps-simdna	1268.7			1.013119	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-quest	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.4	pcrec_25b1984f_vm-in-caps-simdna	250.4	rust_1.13.1_default-caps-simdna	271.5	excluded	excluded	1.730104	1.728265	1.143571	1.000000	1.084032
syntax@0.1	qnt-quest	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	440.0	pcrec_25b1984f_auto-caps-simdna	440.3	pcrec_25b1984f_auto-nocaps-simdna	440.0	4.275693	3.707766	1.000539	1.000000	1.913998	1.847815	2.171331
syntax@0.1	qnt-star	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	907584.2	pcrec_25b1984f_auto-caps-simdna	907655.3	pcrec_25b1984f_auto-nocaps-simdna	907584.2	3.805619	1.388888	1.000078	1.000000	1.595422	1.625241	2.981591
syntax@0.1	qnt-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1441.0	libpcre2_10.46_jit-caps-simdna	1441.0			1.016145	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-star	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_auto-nocaps-simdna	434.9	excluded	excluded	1.666013	1.686564	1.070886	1.000000	4.141246
syntax@0.1	qnt-star	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	521.4	pcrec_25b1984f_auto-caps-simdna	532.8	pcrec_25b1984f_auto-nocaps-simdna	521.4	4.259230	3.196222	1.021954	1.000000	1.616447	1.581055	5.118103
syntax@0.1	rec-1	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10801638597.0	libpcre2_10.46_interp-caps-simdna	10801638597.0			1.000000	wrong	wrong	wrong	wrong	wrong	refused
syntax@0.1	rec-1	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2370.2	libpcre2_10.46_jit-caps-simdna	2370.2			1.002355	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-1	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	579.7	pcrec_25b1984f_vm-caps-simdna	580.5	pcrec_25b1984f_auto-nocaps-simdna	579.7	excluded	excluded	1.002982	1.000000	1.001458	1.173028	refused
syntax@0.1	rec-1	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1796.6	libpcre2_10.46_jit-caps-simdna	1796.6	pcrec_25b1984f_auto-nocaps-simdna	4955.6	1.839126	1.000000	2.773607	2.758247	2.865749	2.816238	refused
syntax@0.1	rec-back	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	851957.9	pcrec_25b1984f_auto-caps-simdna	980520.2	pcrec_25b1984f_auto-nocaps-simdna	851957.9	8.561937	1.833939	1.150902	1.000000	6.889175	6.885956	refused
syntax@0.1	rec-back	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	libpcre2_10.46_interp-caps-simdna	1621.5			1.000000	1.000585	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-back	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	283.1	pcrec_25b1984f_auto-caps-simdna	283.1	pcrec_25b1984f_auto-nocaps-simdna	453.1	excluded	excluded	1.000000	1.600653	1.001059	1.237259	refused
syntax@0.1	rec-back	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	647.0	pcrec_25b1984f_auto-caps-simdna	801.6	pcrec_25b1984f_auto-nocaps-simdna	647.0	3.864969	3.194086	1.238967	1.000000	4.616484	4.860722	refused
syntax@0.1	rec-define	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	157384.2	pcrec_25b1984f_auto-caps-simdna	157384.2	pcrec_25b1984f_auto-nocaps-simdna	157568.9	592.105220	24.958155	1.000000	1.001174	53.191724	79.839582	refused
syntax@0.1	rec-define	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1598.2	libpcre2_10.46_interp-caps-simdna	1598.2			1.000000	1.024907	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-define	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	279.6	pcrec_25b1984f_vm-caps-simdna	279.6	pcrec_25b1984f_auto-nocaps-simdna	458.2	excluded	excluded	1.631405	1.638701	1.000000	1.501808	refused
syntax@0.1	rec-define	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	394.6	pcrec_25b1984f_auto-caps-simdna	394.8	pcrec_25b1984f_auto-nocaps-simdna	394.6	10.472762	4.515829	1.000446	1.000000	13.735819	17.785023	refused
syntax@0.1	rec-fwd	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	854409.4	pcrec_25b1984f_auto-caps-simdna	990495.8	pcrec_25b1984f_auto-nocaps-simdna	854409.4	90.764012	4.081012	1.159275	1.000000	15.416775	15.118742	refused
syntax@0.1	rec-fwd	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3628.9	libpcre2_10.46_jit-caps-simdna	3628.9			1.005937	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-fwd	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	283.6	pcrec_25b1984f_auto-caps-simdna	283.6	pcrec_25b1984f_auto-nocaps-simdna	452.5	excluded	excluded	1.000000	1.595787	1.001641	1.461888	refused
syntax@0.1	rec-fwd	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	653.6	pcrec_25b1984f_auto-caps-simdna	797.1	pcrec_25b1984f_auto-nocaps-simdna	653.6	53.090869	4.585809	1.219488	1.000000	10.263337	7.857901	refused
syntax@0.1	rec-g-angle	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	853239.2	pcrec_25b1984f_auto-caps-simdna	989166.4	pcrec_25b1984f_auto-nocaps-simdna	853239.2	8.543677	1.826224	1.159307	1.000000	6.833203	6.878707	refused
syntax@0.1	rec-g-angle	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	libpcre2_10.46_interp-caps-simdna	1621.5			1.000000	1.000821	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-g-angle	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	283.7	pcrec_25b1984f_vm-caps-simdna	283.7	pcrec_25b1984f_auto-nocaps-simdna	453.4	excluded	excluded	1.000751	1.598017	1.000000	1.236439	refused
syntax@0.1	rec-g-angle	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	645.1	pcrec_25b1984f_auto-caps-simdna	799.5	pcrec_25b1984f_auto-nocaps-simdna	645.1	3.882847	3.124908	1.239281	1.000000	4.635324	4.875891	refused
syntax@0.1	rec-name	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10821132278.0	libpcre2_10.46_interp-caps-simdna	10821132278.0			1.000000	wrong	wrong	wrong	wrong	wrong	refused
syntax@0.1	rec-name	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2370.0	libpcre2_10.46_interp-caps-simdna	2370.0			1.000000	1.000832	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-name	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	579.1	pcrec_25b1984f_vm-caps-simdna	580.3	pcrec_25b1984f_auto-nocaps-simdna	579.1	excluded	excluded	1.002308	1.000000	1.002051	1.177994	refused
syntax@0.1	rec-name	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1732.8	libpcre2_10.46_jit-caps-simdna	1732.8	pcrec_25b1984f_auto-nocaps-simdna	4965.8	1.907476	1.000000	2.944844	2.865811	2.983820	2.919148	refused
syntax@0.1	rec-py	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	852446.6	pcrec_25b1984f_auto-caps-simdna	983346.6	pcrec_25b1984f_auto-nocaps-simdna	852446.6	8.540948	1.828976	1.153558	1.000000	6.877452	6.882401	refused
syntax@0.1	rec-py	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1621.5	libpcre2_10.46_jit-caps-simdna	1621.5			1.000784	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-py	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	283.5	pcrec_25b1984f_vm-caps-simdna	283.5	pcrec_25b1984f_auto-nocaps-simdna	454.7	excluded	excluded	1.000232	1.603898	1.000000	1.233031	refused
syntax@0.1	rec-py	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	648.2	pcrec_25b1984f_auto-caps-simdna	806.4	pcrec_25b1984f_auto-nocaps-simdna	648.2	3.860996	3.118416	1.244054	1.000000	4.607248	4.852415	refused
syntax@0.1	rec-r-uc	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	9725255387.0	libpcre2_10.46_interp-caps-simdna	9725255387.0			1.000000	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2255.0	libpcre2_10.46_jit-caps-simdna	2255.0			1.007683	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-r-uc	match-compliance	whole-subject							excluded	excluded	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1677.6	libpcre2_10.46_jit-caps-simdna	1677.6	pcrec_25b1984f_auto-nocaps-simdna	3683.1	1.818719	1.000000	2.155003	2.195493	2.119081	2.229764	wrong
syntax@0.1	unp-p-lc	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5892788.0	pcrec_25b1984f_vm-caps-simdna	5892788.0	pcrec_25b1984f_auto-nocaps-simdna	6357289.6	8.453699	2.623426	1.085923	1.078825	1.000000	1.005480	wrong
syntax@0.1	unp-p-lc	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	4511.5	libpcre2_10.46_interp-caps-simdna	4511.5			1.000000	1.000672	excluded	excluded	excluded	excluded	excluded
syntax@0.1	unp-p-lc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	454.7	pcrec_25b1984f_vm-in-caps-simdna	454.7	pcrec_25b1984f_auto-nocaps-simdna	619.2	excluded	excluded	1.347549	1.361920	1.034491	1.000000	wrong
syntax@0.1	unp-p-lc	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	602.9	pcrec_25b1984f_vm-in-caps-simdna	602.9	pcrec_25b1984f_auto-nocaps-simdna	760.5	9.867160	3.832196	1.253989	1.261306	1.070093	1.000000	wrong
syntax@0.1	unp-p-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	6197502.2	pcrec_25b1984f_auto-caps-simdna	6197502.2	pcrec_25b1984f_auto-nocaps-simdna	6207602.8	11.627303	2.623039	1.000000	1.001630	1.078601	1.072160	3.215789
syntax@0.1	unp-p-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3807.1	libpcre2_10.46_jit-caps-simdna	3807.1			1.002797	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	unp-p-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	329.3	pcrec_25b1984f_vm-in-caps-simdna	329.3	pcrec_25b1984f_auto-nocaps-simdna	472.7	excluded	excluded	1.440111	1.435288	1.226797	1.000000	4.548903
syntax@0.1	unp-p-uc	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	694.4	pcrec_25b1984f_auto-caps-simdna	694.4	pcrec_25b1984f_auto-nocaps-simdna	697.7	15.730283	3.616145	1.000000	1.004841	1.300454	1.175724	8.603080
syntax@0.1	vrb-accept	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	269137.7	libpcre2_10.46_jit-caps-simdna	269137.7			8.316488	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1609.4	libpcre2_10.46_interp-caps-simdna	1609.4			1.000000	1.001758	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1616.3	libpcre2_10.46_jit-caps-simdna	1616.3			1.580700	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1588213.3	libpcre2_10.46_jit-caps-simdna	1588213.3			3.699094	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1491.7	libpcre2_10.46_jit-caps-simdna	1491.7			1.018333	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1860.0	libpcre2_10.46_jit-caps-simdna	1860.0			1.682651	1.000000	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	20359696.5	libpcre2_10.46_jit-caps-simdna	20359696.5			2.361795	1.000000	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2309.0	libpcre2_10.46_interp-caps-simdna	2309.0			1.000000	1.007412	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1919.0	libpcre2_10.46_jit-caps-simdna	1919.0			2.119724	1.000000	refused	refused	refused	refused	refused
