# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, since=2026-09-01T00:00:00Z, until=2026-09-21T10:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_d34c9131_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
syntax@0.1	mod-i	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565429.9	libpcre2_10.46_jit-caps-simdna	565429.9	pcrec_d34c9131_auto-nocaps-simdna	1270330.0	7.114701	1.000000	2.326603	2.323482	3.816350	3.835769	2.267313	2.246662	3.819163	3.824062
syntax@0.1	mod-i	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1805.9	libpcre2_10.46_jit-caps-simdna	1805.9			1.002624	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-i	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.9	pcrec_25b1984f_vm-in-caps-simdna	257.9	pcrec_25b1984f_auto-nocaps-simdna	452.7	excluded	excluded	1.774427	1.755440	1.043889	1.000000	1.774294	1.793232	1.048029	1.020385
syntax@0.1	mod-i	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	683.7	pcrec_25b1984f_auto-caps-simdna	683.7	pcrec_25b1984f_auto-nocaps-simdna	690.9	4.058880	2.440395	1.000000	1.010625	1.715019	1.644266	1.002732	1.013438	1.711064	1.640223
syntax@0.1	mod-j-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	15977643.3	libpcre2_10.46_jit-caps-simdna	15977643.3	pcrec_25b1984f_auto-nocaps-simdna	29436702.3	12.489648	1.000000	1.837493	1.842368	1.845152	2.115977	1.838721	1.847685	1.833102	2.109614
syntax@0.1	mod-j-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4265.8	libpcre2_10.46_jit-caps-simdna	4265.8			1.006538	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-j-uc	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	930.5	pcrec_25b1984f_vm-caps-simdna	960.9	pcrec_25b1984f_auto-nocaps-simdna	930.5	excluded	excluded	1.033351	1.000000	1.032705	1.395394	1.033869	1.006661	1.034515	1.391966
syntax@0.1	mod-j-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6439.4	libpcre2_10.46_jit-caps-simdna	6439.4	pcrec_d34c9131_auto-nocaps-simdna	14459.0	10.194525	1.000000	2.243666	2.255253	2.274513	2.602979	2.241556	2.245394	2.250800	2.591265
syntax@0.1	mod-n	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	521149.4	libpcre2_10.46_jit-caps-simdna	521149.4	pcrec_d34c9131_auto-nocaps-simdna	785352.7	6.586983	1.000000	1.609951	1.609896	3.293578	3.309707	1.504396	1.506963	3.294891	3.301422
syntax@0.1	mod-n	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1466.1	libpcre2_10.46_jit-caps-simdna	1466.1			1.001207	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-n	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_d34c9131_auto-nocaps-simdna	433.8	excluded	excluded	1.758743	1.743555	1.098914	1.000000	1.742102	1.724105	1.097588	1.024094
syntax@0.1	mod-n	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	513.2	pcrec_25b1984f_auto-caps-simdna	513.2	pcrec_25b1984f_auto-nocaps-simdna	522.5	4.561852	3.194863	1.000000	1.018033	1.936206	1.803838	1.008116	1.029248	1.942026	1.800607
syntax@0.1	mod-r	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565789.5	libpcre2_10.46_jit-caps-simdna	565789.5	pcrec_d34c9131_auto-nocaps-simdna	1284123.6	7.114462	1.000000	2.313828	2.310964	3.821490	3.839347	2.243707	2.269614	3.808749	3.821785
syntax@0.1	mod-r	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1808.4	libpcre2_10.46_interp-caps-simdna	1808.4			1.000000	1.000126	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-r	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_auto-nocaps-simdna	449.2	excluded	excluded	1.773739	1.742271	1.043990	1.000000	1.776406	1.780178	1.046757	1.020667
syntax@0.1	mod-r	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	683.2	pcrec_d34c9131_auto-caps-simdna	683.2	pcrec_25b1984f_auto-nocaps-simdna	686.9	4.093968	2.558255	1.013548	1.005503	1.712001	1.654355	1.000000	1.011461	1.716522	1.641085
syntax@0.1	mod-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	738166.6	libpcre2_10.46_jit-caps-simdna	738166.6	pcrec_d34c9131_auto-nocaps-simdna	964187.1	5.050861	1.000000	1.393488	1.393167	2.924303	2.931006	1.307460	1.306192	2.911371	2.927028
syntax@0.1	mod-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1573.0	libpcre2_10.46_jit-caps-simdna	1573.0			1.009420	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-reset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_d34c9131_auto-nocaps-simdna	450.3	excluded	excluded	1.773800	1.788355	1.091610	1.000000	1.798748	1.768738	1.098712	1.021280
syntax@0.1	mod-reset	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	869.8	pcrec_25b1984f_auto-caps-simdna	869.8	pcrec_d34c9131_auto-nocaps-simdna	875.5	2.854472	1.836020	1.000000	1.009419	1.346917	1.271726	1.005717	1.006585	1.350206	1.273034
syntax@0.1	mod-s	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	169775.6	libpcre2_10.46_jit-caps-simdna	169775.6	pcrec_d34c9131_auto-nocaps-simdna	437056.2	14.075081	1.000000	2.578836	2.576169	9.857241	9.830600	2.579204	2.574317	9.791584	9.738072
syntax@0.1	mod-s	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1930.3	libpcre2_10.46_jit-caps-simdna	1930.3			1.010207	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-s	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	266.1	pcrec_25b1984f_vm-in-caps-simdna	266.1	pcrec_25b1984f_auto-nocaps-simdna	479.5	excluded	excluded	1.801080	1.801911	1.018907	1.000000	1.799447	1.841130	1.028210	1.020864
syntax@0.1	mod-s	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	540.7	pcrec_25b1984f_auto-caps-simdna	540.7	pcrec_d34c9131_auto-nocaps-simdna	542.9	5.596780	3.011386	1.000000	1.009467	2.241567	2.164805	1.002656	1.004000	2.242991	2.147333
syntax@0.1	mod-u-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	145258.9	pcrec_25b1984f_auto-caps-simdna	145258.9	pcrec_25b1984f_auto-nocaps-simdna	145721.8	5.003109	1.559750	1.000000	1.003187	28.498690	28.585786	1.004535	1.009801	28.526072	28.558291
syntax@0.1	mod-u-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.3	libpcre2_10.46_jit-caps-simdna	1403.3			1.014395	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-u-uc	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	367.8	pcrec_d34c9131_vm-caps-simdna	367.8	pcrec_25b1984f_auto-nocaps-simdna	442.5	excluded	excluded	1.204424	1.203063	1.001160	1.255699	1.203025	1.207086	1.000000	1.270651
syntax@0.1	mod-u-uc	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	417.0	pcrec_d34c9131_auto-caps-simdna	417.0	pcrec_d34c9131_auto-nocaps-simdna	418.6	4.237953	3.880325	1.005364	1.013136	6.385451	6.740975	1.000000	1.003867	6.612314	6.647917
syntax@0.1	mod-unset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	740250.9	libpcre2_10.46_jit-caps-simdna	740250.9	pcrec_d34c9131_auto-nocaps-simdna	964101.4	5.039051	1.000000	1.389913	1.388389	2.907825	2.926692	1.303806	1.302398	2.906296	2.923399
syntax@0.1	mod-unset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1567.7	libpcre2_10.46_jit-caps-simdna	1567.7			1.010503	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-unset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_d34c9131_auto-nocaps-simdna	458.6	excluded	excluded	1.789128	1.801194	1.092210	1.000000	1.815456	1.800916	1.097887	1.021283
syntax@0.1	mod-unset	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	867.7	pcrec_25b1984f_auto-caps-simdna	867.7	pcrec_d34c9131_auto-nocaps-simdna	870.2	2.844317	1.999367	1.000000	1.006231	1.351736	1.281875	1.003881	1.002905	1.349881	1.277274
syntax@0.1	mod-x	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	513013.5	libpcre2_10.46_jit-caps-simdna	513013.5	pcrec_d34c9131_auto-nocaps-simdna	792341.8	5.851417	1.000000	1.635935	1.634953	3.341974	3.354262	1.527471	1.544485	3.344111	3.351133
syntax@0.1	mod-x	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1406.0	libpcre2_10.46_jit-caps-simdna	1406.0			1.013042	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	mod-x	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	515.7	pcrec_d34c9131_auto-caps-simdna	515.7	pcrec_25b1984f_auto-nocaps-simdna	523.7	4.150063	3.101849	1.008500	1.015584	1.927057	1.797642	1.000000	1.027815	1.929447	1.795513
syntax@0.1	msc-c-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	442572.9	libpcre2_10.46_jit-caps-simdna	442572.9			6.827661	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1407.5	libpcre2_10.46_jit-caps-simdna	1407.5			1.013278	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1647.2	libpcre2_10.46_jit-caps-simdna	1647.2			1.304680	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	170213.5	libpcre2_10.46_jit-caps-simdna	170213.5			13.912203	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1877.0	libpcre2_10.46_jit-caps-simdna	1877.0			1.009811	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1774.0	libpcre2_10.46_jit-caps-simdna	1774.0			1.668564	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1305841.7	libpcre2_10.46_jit-caps-simdna	1305841.7			2.481553	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1424.7	libpcre2_10.46_jit-caps-simdna	1424.7			1.015165	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1746.2	libpcre2_10.46_jit-caps-simdna	1746.2			1.273519	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	qnt-lazy	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	141623.6	pcrec_25b1984f_auto-caps-simdna	142189.3	pcrec_25b1984f_auto-nocaps-simdna	141623.6	5.186117	1.570677	1.003995	1.000000	32.152984	32.163970	1.024383	1.023496	32.125207	32.146970
syntax@0.1	qnt-lazy	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.4	libpcre2_10.46_jit-caps-simdna	1422.4			1.009471	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-lazy	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	370.9	pcrec_d34c9131_vm-caps-simdna	370.9	pcrec_25b1984f_auto-nocaps-simdna	441.7	excluded	excluded	1.189255	1.190940	1.000639	1.254431	1.186633	1.192129	1.000000	1.268569
syntax@0.1	qnt-lazy	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	413.7	pcrec_d34c9131_auto-caps-simdna	413.7	pcrec_25b1984f_auto-nocaps-simdna	418.7	4.332465	4.139377	1.002057	1.011961	7.198070	7.436330	1.000000	1.013016	7.321434	7.188795
syntax@0.1	qnt-plus	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	811457.8	pcrec_d34c9131_auto-caps-simdna	812352.1	pcrec_d34c9131_auto-nocaps-simdna	811457.8	5.840125	1.910804	1.006606	1.006749	4.809494	4.816155	1.001102	1.000000	4.790780	4.790192
syntax@0.1	qnt-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1452.8	libpcre2_10.46_jit-caps-simdna	1452.8			1.013851	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	283.6	pcrec_d34c9131_vm-in-caps-simdna	283.6	pcrec_d34c9131_auto-nocaps-simdna	447.7	excluded	excluded	1.581046	1.588527	1.426830	1.006331	1.601333	1.578852	1.410019	1.000000
syntax@0.1	qnt-plus	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	851.1	pcrec_25b1984f_auto-caps-simdna	851.1	pcrec_d34c9131_auto-nocaps-simdna	852.0	3.395346	2.088738	1.000000	1.005360	2.972631	2.879071	1.004099	1.000997	2.964600	2.868063
syntax@0.1	qnt-plus-ctl	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	719993.0	pcrec_25b1984f_auto-caps-simdna	720492.9	pcrec_d34c9131_auto-nocaps-simdna	719993.0	6.530795	2.079931	1.000694	1.001364	14.455607	11.272221	1.001118	1.000000	14.501461	11.266530
syntax@0.1	qnt-plus-ctl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1449.5	libpcre2_10.46_jit-caps-simdna	1449.5			1.016186	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus-ctl	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	472.7	pcrec_d34c9131_auto-caps-simdna	472.7	pcrec_d34c9131_auto-nocaps-simdna	476.9	excluded	excluded	1.008138	1.009677	1.058548	1.041218	1.000000	1.008922	1.056348	1.052427
syntax@0.1	qnt-plus-ctl	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	747.5	pcrec_25b1984f_auto-caps-simdna	748.6	pcrec_d34c9131_auto-nocaps-simdna	747.5	3.854012	2.460955	1.001515	1.000029	8.110664	6.716975	1.004561	1.000000	8.085841	6.725855
syntax@0.1	qnt-poss-brace	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	846554.4	pcrec_d34c9131_auto-caps-simdna	846576.5	pcrec_d34c9131_auto-nocaps-simdna	846554.4	5.884342	1.660749	1.007374	1.007802	3.549464	3.556807	1.000026	1.000000	3.546082	3.550064
syntax@0.1	qnt-poss-brace	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1439.8	libpcre2_10.46_jit-caps-simdna	1439.8			1.022283	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-brace	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	275.4	pcrec_d34c9131_vm-in-caps-simdna	275.4	pcrec_d34c9131_auto-nocaps-simdna	449.3	excluded	excluded	1.615379	1.663702	1.039180	1.003665	1.636371	1.631033	1.043493	1.000000
syntax@0.1	qnt-poss-brace	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	825.5	pcrec_25b1984f_auto-caps-simdna	825.5	pcrec_25b1984f_auto-nocaps-simdna	826.8	5.728929	2.482445	1.000000	1.001486	2.279104	2.229184	1.002480	1.002786	2.271182	2.221436
syntax@0.1	qnt-poss-plus	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	722152.9	pcrec_d34c9131_auto-caps-simdna	722387.9	pcrec_d34c9131_auto-nocaps-simdna	722152.9	6.357095	2.083680	1.000425	1.000720	4.838490	4.840404	1.000325	1.000000	4.831157	4.832643
syntax@0.1	qnt-poss-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1400.3	libpcre2_10.46_jit-caps-simdna	1400.3			1.016164	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-plus	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	278.0	pcrec_25b1984f_vm-in-caps-simdna	278.0	pcrec_25b1984f_auto-nocaps-simdna	393.9	excluded	excluded	1.450586	1.416736	1.483515	1.000000	1.435002	1.427145	1.483552	1.001863
syntax@0.1	qnt-poss-plus	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	1508.0	pcrec_d34c9131_auto-caps-simdna	1511.2	pcrec_d34c9131_auto-nocaps-simdna	1508.0	3.927064	1.191368	1.005325	1.003543	2.035335	1.981119	1.002128	1.000000	2.030367	1.970470
syntax@0.1	qnt-poss-quest	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1208935.6	libpcre2_10.46_jit-caps-simdna	1208935.6	pcrec_d34c9131_auto-nocaps-simdna	2004568.6	3.632603	1.000000	1.661210	1.659150	1.585891	1.588446	1.658582	1.658127	1.588106	1.587622
syntax@0.1	qnt-poss-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1459.3	libpcre2_10.46_jit-caps-simdna	1459.3			1.009143	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-quest	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	249.2	pcrec_25b1984f_vm-in-caps-simdna	249.2	pcrec_d34c9131_auto-nocaps-simdna	261.1	excluded	excluded	1.048931	1.048565	1.100186	1.000000	1.048067	1.047898	1.099675	1.022653
syntax@0.1	qnt-poss-quest	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	1037.7	pcrec_d34c9131_vm-in-caps-simdna	1037.7	pcrec_25b1984f_auto-nocaps-simdna	1106.2	4.398344	1.847522	1.066880	1.065964	1.071821	1.002133	1.067399	1.068406	1.069910	1.000000
syntax@0.1	qnt-poss-star	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	317736.3	pcrec_d34c9131_auto-caps-simdna	318187.2	pcrec_d34c9131_auto-nocaps-simdna	317736.3	24.359738	7.556339	1.135492	1.135095	12.713490	12.604995	1.001419	1.000000	12.610355	12.609160
syntax@0.1	qnt-poss-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1556.3	libpcre2_10.46_jit-caps-simdna	1556.3			1.011342	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-star	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	294.0	pcrec_d34c9131_vm-in-caps-simdna	294.0	pcrec_25b1984f_auto-nocaps-simdna	451.2	excluded	excluded	1.529257	1.534588	1.346475	1.003256	1.533163	1.540706	1.343085	1.000000
syntax@0.1	qnt-poss-star	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	549.8	pcrec_d34c9131_auto-caps-simdna	549.8	pcrec_25b1984f_auto-nocaps-simdna	555.9	6.541956	3.628161	1.030952	1.010975	3.823970	3.698916	1.000000	1.031473	3.802560	3.710336
syntax@0.1	qnt-quest	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	445787.6	libpcre2_10.46_jit-caps-simdna	445787.6	pcrec_d34c9131_auto-nocaps-simdna	694039.1	6.467059	1.000000	1.614906	1.614054	3.037327	3.029478	1.557861	1.556883	3.048267	3.033587
syntax@0.1	qnt-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1268.7	libpcre2_10.46_jit-caps-simdna	1268.7			1.013119	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-quest	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.4	pcrec_25b1984f_vm-in-caps-simdna	250.4	pcrec_d34c9131_auto-nocaps-simdna	430.9	excluded	excluded	1.730104	1.728265	1.143571	1.000000	1.731081	1.720849	1.554041	1.018816
syntax@0.1	qnt-quest	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	440.0	pcrec_25b1984f_auto-caps-simdna	440.3	pcrec_25b1984f_auto-nocaps-simdna	440.0	4.275693	3.707766	1.000539	1.000000	1.913998	1.847815	1.014510	1.014600	1.910252	1.845031
syntax@0.1	qnt-star	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	846340.7	pcrec_d34c9131_auto-caps-simdna	858659.6	pcrec_d34c9131_auto-nocaps-simdna	846340.7	4.081003	1.489391	1.072447	1.072363	1.710871	1.742847	1.014555	1.000000	1.709291	1.713171
syntax@0.1	qnt-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1441.0	libpcre2_10.46_jit-caps-simdna	1441.0			1.016145	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-star	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_d34c9131_auto-nocaps-simdna	434.6	excluded	excluded	1.666013	1.686564	1.070886	1.000000	1.684823	1.685645	1.073367	1.022272
syntax@0.1	qnt-star	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	517.4	pcrec_d34c9131_auto-caps-simdna	517.4	pcrec_25b1984f_auto-nocaps-simdna	521.4	4.292348	3.221074	1.029900	1.007776	1.629016	1.593349	1.000000	1.030458	1.630905	1.587374
syntax@0.1	rec-1	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10801638597.0	libpcre2_10.46_interp-caps-simdna	10801638597.0			1.000000	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-1	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2370.2	libpcre2_10.46_jit-caps-simdna	2370.2			1.002355	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-1	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	578.6	pcrec_d34c9131_vm-caps-simdna	580.1	pcrec_d34c9131_auto-nocaps-simdna	578.6	excluded	excluded	1.004751	1.001763	1.003224	1.175097	1.003389	1.000000	1.002573	1.182927
syntax@0.1	rec-1	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1796.6	libpcre2_10.46_jit-caps-simdna	1796.6	pcrec_25b1984f_auto-nocaps-simdna	4955.6	1.839126	1.000000	2.773607	2.758247	2.865749	2.816238	2.767987	2.759546	2.841076	2.797887
